Year [note 3],Sex,ICD-10 code,Individual cause of death description,<1,01-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+,All ages
2021,Persons,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Males,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Males,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,1,3,6,17,20,34,41,40,40,23,15,5,6,2,253
2021,Males,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
2021,Males,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2021,Males,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Males,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,3,0,0,0,0,10
2021,Males,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
2021,Males,K70,Alcoholic liver disease,0,0,0,0,0,0,0,7,14,32,47,78,87,91,63,53,32,15,2,0,521
2021,Males,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,0,1,0,0,2,7,1,0,1,0,0,0,0,0,12
2021,Males,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3
2021,Males,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Males,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Males,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,0,1,1,3,5,2,1,5,3,6,1,2,0,0,0,30
2021,Males,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021,Males,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Females,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Females,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,0,1,2,3,11,17,11,19,13,9,3,2,3,1,95
2021,Females,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Females,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Females,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Females,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2021,Females,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3
2021,Females,K70,Alcoholic liver disease,0,0,0,0,0,0,0,7,8,18,31,36,55,44,35,19,15,5,1,0,274
2021,Females,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,1,0,0,0,8
2021,Females,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
2021,Females,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Females,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Females,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,4,3,5,7,2,1,3,0,0,0,0,25
2021,Females,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Females,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Persons,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Persons,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,0,5,11,19,32,47,42,53,41,35,15,15,6,4,325
2020,Persons,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
2020,Persons,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Persons,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Persons,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,1,1,1,0,3,2,6,2,2,1,1,1,0,21
2020,Persons,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,5
2020,Persons,K70,Alcoholic liver disease,0,0,0,0,0,0,2,8,24,46,73,104,129,135,102,80,34,15,6,1,759
2020,Persons,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,0,1,0,1,2,4,5,2,0,0,0,0,0,0,15
2020,Persons,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
2020,Persons,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Persons,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Persons,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,1,1,3,5,3,2,14,7,10,8,3,0,1,0,0,0,58
2020,Persons,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,Persons,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Males,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Males,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,0,2,7,16,25,35,31,39,33,28,12,13,5,3,249
2020,Males,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2020,Males,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Males,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Males,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,1,1,1,0,3,2,4,1,2,1,1,1,0,18
2020,Males,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,4
2020,Males,K70,Alcoholic liver disease,0,0,0,0,0,0,2,4,10,29,50,69,85,91,65,60,26,12,6,0,509
2020,Males,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,0,1,0,0,2,2,5,1,0,0,0,0,0,0,11
2020,Males,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2020,Males,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Males,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Males,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,1,1,1,1,3,2,7,5,3,6,1,0,1,0,0,0,32
2020,Males,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Males,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Females,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Females,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,0,3,4,3,7,12,11,14,8,7,3,2,1,1,76
2020,Females,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2020,Females,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Females,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Females,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
2020,Females,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2020,Females,K70,Alcoholic liver disease,0,0,0,0,0,0,0,4,14,17,23,35,44,44,37,20,8,3,0,1,250
2020,Females,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,4
2020,Females,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
2020,Females,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Females,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Females,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,0,2,4,0,0,7,2,7,2,2,0,0,0,0,0,26
2020,Females,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,Females,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Persons,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Persons,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,6,7,14,17,36,34,27,27,32,33,22,8,9,0,272
2019,Persons,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3
2019,Persons,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Persons,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Persons,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,5
2019,Persons,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2019,Persons,K70,Alcoholic liver disease,0,0,0,0,0,1,2,10,20,44,61,88,123,113,100,60,19,14,5,0,660
2019,Persons,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,1,1,0,0,0,1,4,2,3,1,1,0,0,0,14
2019,Persons,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
2019,Persons,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2019,Persons,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Persons,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,1,0,3,3,8,9,12,8,6,4,4,1,0,0,0,59
2019,Persons,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Persons,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2019,Males,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Males,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,2,3,10,12,24,27,19,21,17,28,17,8,5,0,193
2019,Males,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3
2019,Males,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Males,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Males,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,4
2019,Males,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2019,Males,K70,Alcoholic liver disease,0,0,0,0,0,0,2,7,12,24,39,53,66,65,65,42,14,11,5,0,405
2019,Males,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,1,0,0,0,8
2019,Males,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
2019,Males,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2019,Males,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Males,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,1,0,2,2,7,6,9,2,5,4,1,0,0,0,0,39
2019,Males,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Males,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2019,Females,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Females,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,4,4,4,5,12,7,8,6,15,5,5,0,4,0,79
2019,Females,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Females,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Females,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Females,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2019,Females,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Females,K70,Alcoholic liver disease,0,0,0,0,0,1,0,3,8,20,22,35,57,48,35,18,5,3,0,0,255
2019,Females,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,6
2019,Females,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Females,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Females,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Females,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,0,0,1,1,1,3,3,6,1,0,3,1,0,0,0,20
2019,Females,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Females,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Persons,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Persons,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,1,0,0,4,14,17,24,45,57,50,38,35,20,8,5,2,320
2018,Persons,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
2018,Persons,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Persons,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Persons,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,0,0,3,1,2,1,2,4,3,1,1,0,0,18
2018,Persons,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,4
2018,Persons,K70,Alcoholic liver disease,0,0,0,0,0,0,3,11,20,45,73,92,132,95,100,80,33,17,5,2,708
2018,Persons,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,0,0,1,2,1,1,3,1,3,2,2,0,1,0,17
2018,Persons,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0,0,0,6
2018,Persons,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Persons,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Persons,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,3,1,0,9,4,12,6,13,8,3,0,0,0,0,0,59
2018,Persons,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,Persons,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,Males,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Males,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,1,0,0,2,10,9,16,32,45,31,26,28,14,6,2,2,224
2018,Males,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
2018,Males,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Males,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Males,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,0,0,3,1,1,1,2,4,2,0,1,0,0,15
2018,Males,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3
2018,Males,K70,Alcoholic liver disease,0,0,0,0,0,0,0,6,11,31,45,55,82,59,79,60,21,11,2,2,464
2018,Males,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,0,0,0,2,1,1,2,1,3,2,2,0,1,0,15
2018,Males,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,4
2018,Males,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Males,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Males,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,1,0,0,9,2,8,2,6,4,2,0,0,0,0,0,34
2018,Males,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Males,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,Females,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Females,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,0,2,4,8,8,13,12,19,12,7,6,2,3,0,96
2018,Females,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Females,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Females,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Females,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3
2018,Females,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,Females,K70,Alcoholic liver disease,0,0,0,0,0,0,3,5,9,14,28,37,50,36,21,20,12,6,3,0,244
2018,Females,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2018,Females,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
2018,Females,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Females,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Females,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,2,1,0,0,2,4,4,7,4,1,0,0,0,0,0,25
2018,Females,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,Females,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Persons,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Persons,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,2,6,8,15,25,36,40,34,43,30,26,9,2,1,277
2017,Persons,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
2017,Persons,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Persons,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Persons,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,1,0,0,0,0,13
2017,Persons,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,2,1,0,0,0,9
2017,Persons,K70,Alcoholic liver disease,0,0,0,0,0,0,4,14,22,32,84,112,133,106,127,59,29,14,2,0,738
2017,Persons,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,0,0,1,0,2,1,2,3,2,1,0,1,0,0,13
2017,Persons,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,4
2017,Persons,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Persons,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Persons,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,0,4,4,6,5,12,7,8,11,4,3,0,0,0,0,64
2017,Persons,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Persons,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Males,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Males,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,2,2,5,10,20,25,25,28,35,25,23,5,2,0,207
