Year [note 3],Sex,ICD-10 code,Individual cause of death description,<1,01-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+,All ages
2021,Males,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,2,6,7,26,37,53,46,57,37,26,18,10,4,0,1,1,331
2021,Males,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
2021,Males,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
2021,Females,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Females,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,2,3,13,14,31,30,30,27,15,21,20,9,4,1,220
2021,Females,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
2021,Females,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Females,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Females,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,0,0,2,1,1,4,4,0,4,2,1,0,0,19
2021,Females,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,1,0,1,0,2,1,2,0,0,1,0,0,0,8
2021,Females,K70,Alcoholic liver disease,0,0,0,0,0,1,14,36,107,154,292,360,401,294,246,167,83,21,12,2,2190
2021,Females,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,0,0,0,2,7,3,7,3,1,1,1,2,0,0,27
2021,Females,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,5
2021,Females,Q86.0,Fetal alcohol syndrome (dysmorphic),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,Females,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Females,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,0,2,9,15,9,15,26,18,18,4,10,4,2,0,0,132
2021,Females,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3
2021,Females,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,Persons,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Persons,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,2,17,31,42,71,87,83,68,93,56,48,25,10,8,641
2020,Persons,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,3,1,0,0,1,14
2020,Persons,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2020,Persons,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Persons,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,3,7,14,14,17,22,18,18,16,5,0,0,0,134
2020,Persons,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,1,2,1,3,3,3,1,1,0,0,0,0,15
2020,Persons,K70,Alcoholic liver disease,0,0,0,0,0,3,26,106,266,436,675,899,968,817,672,417,223,74,20,4,5606
2020,Persons,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,1,1,2,10,10,20,15,22,10,6,5,4,1,0,0,107
2020,Persons,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,1,4,2,6,5,2,0,3,0,0,0,0,23
2020,Persons,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Persons,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Persons,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,1,2,5,28,40,63,64,73,65,40,30,13,8,1,1,0,434
2020,Persons,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3
2020,Persons,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,6
2020,Males,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Males,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,1,13,22,35,48,61,54,48,63,40,31,19,7,3,445
2020,Males,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,1,0,0,1,11
2020,Males,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2020,Males,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Males,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,3,7,11,12,14,18,15,15,13,4,0,0,0,112
2020,Males,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,1,2,1,2,2,2,1,1,0,0,0,0,12
2020,Males,K70,Alcoholic liver disease,0,0,0,0,0,0,10,61,162,271,386,603,616,541,451,275,148,50,15,3,3592
2020,Males,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,1,1,1,10,7,16,10,19,7,6,4,2,0,0,0,84
2020,Males,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,1,2,2,5,5,1,0,2,0,0,0,0,18
2020,Males,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Males,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Males,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,2,5,22,26,50,51,55,39,29,21,6,5,1,1,0,313
2020,Males,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3
2020,Males,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3
2020,Females,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Females,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,1,4,9,7,23,26,29,20,30,16,17,6,3,5,196
2020,Females,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3
2020,Females,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Females,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Females,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,0,0,3,2,3,4,3,3,3,1,0,0,0,22
2020,Females,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
2020,Females,K70,Alcoholic liver disease,0,0,0,0,0,3,16,45,104,165,289,296,352,276,221,142,75,24,5,1,2014
2020,Females,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,0,1,0,3,4,5,3,3,0,1,2,1,0,0,23
2020,Females,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,5
2020,Females,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Females,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Females,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,1,0,0,6,14,13,13,18,26,11,9,7,3,0,0,0,121
2020,Females,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Females,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3
2019,Persons,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Persons,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,7,14,26,33,53,65,105,85,56,46,38,32,10,5,575
2019,Persons,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,2,0,1,0,0,9
2019,Persons,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Persons,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Persons,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,4,3,9,10,17,26,16,11,2,2,2,0,0,102
2019,Persons,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,1,0,0,0,7
2019,Persons,K70,Alcoholic liver disease,0,0,0,0,0,0,11,69,178,311,585,780,818,708,535,385,178,65,14,7,4644
2019,Persons,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,2,5,7,13,13,13,10,13,6,3,1,2,1,0,89
2019,Persons,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,1,0,0,2,1,2,3,1,0,0,0,0,10
2019,Persons,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Persons,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Persons,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,1,16,19,31,47,70,66,58,37,15,5,6,2,1,0,374
2019,Persons,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
2019,Persons,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,1,0,0,0,2,2,0,2,1,0,0,0,0,0,0,8
2019,Males,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Males,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,3,11,18,23,36,47,75,71,50,30,25,23,6,3,421
2019,Males,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,0,0,6
2019,Males,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Males,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Males,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,3,3,8,9,12,24,15,10,2,1,1,0,0,88
2019,Males,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4
2019,Males,K70,Alcoholic liver disease,0,0,0,0,0,0,6,39,99,184,366,490,548,464,382,262,137,49,11,4,3041
2019,Males,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,2,5,5,12,12,10,5,12,5,2,0,1,0,0,71
2019,Males,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,1,0,0,0,0,8
2019,Males,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Males,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Males,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,0,10,16,23,36,49,44,39,23,10,3,4,0,1,0,258
2019,Males,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2019,Males,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,6
2019,Females,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Females,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,4,3,8,10,17,18,30,14,6,16,13,9,4,2,154
2019,Females,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3
2019,Females,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Females,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Females,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,1,0,1,1,5,2,1,1,0,1,1,0,0,14
2019,Females,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3
2019,Females,K70,Alcoholic liver disease,0,0,0,0,0,0,5,30,79,127,219,290,270,244,153,123,41,16,3,3,1603
2019,Females,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,0,0,2,1,1,3,5,1,1,1,1,1,1,0,18
2019,Females,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2019,Females,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Females,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Females,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,1,6,3,8,11,21,22,19,14,5,2,2,2,0,0,116
2019,Females,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2019,Females,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2018,Persons,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Persons,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,4,14,20,37,58,95,79,65,75,56,36,19,8,3,569
2018,Persons,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,1,1,0,0,0,9
2018,Persons,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Persons,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Persons,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,4,2,12,10,14,12,10,13,10,2,1,1,0,91
2018,Persons,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,1,1,1,4,2,4,3,0,0,0,0,0,16
2018,Persons,K70,Alcoholic liver disease,0,0,0,0,0,1,28,93,194,326,572,721,732,661,527,388,176,69,19,6,4513
2018,Persons,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,2,2,9,12,9,11,7,10,17,2,1,1,0,0,83
2018,Persons,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,0,3,3,2,1,3,2,0,0,0,0,14
2018,Persons,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Persons,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Persons,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,2,11,12,24,31,56,63,62,46,35,27,14,5,3,1,0,392
2018,Persons,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3
2018,Persons,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,2,1,0,2,1,1,1,0,0,0,0,0,0,8
2018,Males,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Males,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,1,9,11,32,35,66,57,46,53,44,25,14,4,1,398
2018,Males,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,0,0,0,0,7
2018,Males,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Males,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Males,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,2,2,12,8,10,9,8,10,9,2,0,1,0,73
2018,Males,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,0,1,0,4,2,3,1,0,0,0,0,0,11
2018,Males,K70,Alcoholic liver disease,0,0,0,0,0,1,15,51,125,204,358,490,493,419,358,282,119,54,10,5,2984
2018,Males,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,1,2,7,9,6,9,4,4,9,2,1,1,0,0,55
2018,Males,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,2,0,0,0,0,9
2018,Males,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Males,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Males,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,2,10,11,19,25,39,48,43,31,24,19,9,3,1,0,0,284
2018,Males,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3
2018,Males,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,6
2018,Females,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Females,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,0,3,5,9,5,23,29,22,19,22,12,11,5,4,2,171
2018,Females,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
2018,Females,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Females,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Females,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,2,0,0,2,4,3,2,3,1,0,1,0,0,18
2018,Females,K29.2,Alcoholic gastritis,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,5
2018,Females,K70,Alcoholic liver disease,0,0,0,0,0,0,13,42,69,122,214,231,239,242,169,106,57,15,9,1,1529
2018,Females,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,1,0,2,3,3,2,3,6,8,0,0,0,0,0,28
2018,Females,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,5
2018,Females,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Females,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Females,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,0,1,1,5,6,17,15,19,15,11,8,5,2,2,1,0,108
2018,Females,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Females,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
2017,Persons,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Persons,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,1,5,12,18,45,73,70,65,67,69,52,34,17,11,5,544
2017,Persons,G31.2,Degeneration of nervous system due to alcohol,0,0,0,0,0,0,0,0,0,1,0,1,2,3,1,1,1,0,0,0,10
2017,Persons,G62.1,Alcoholic polyneuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Persons,G72.1,Alcoholic myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2017,Persons,I42.6,Alcoholic cardiomyopathy,0,0,0,0,0,0,0,1,3,6,10,18,25,15,16,11,6,1,0,0,112
2017,Persons,K29.2,Alcoholic gastritis,0,0,0,0,0,0,1,1,1,4,1,0,3,1,0,1,1,2,0,0,16
2017,Persons,K70,Alcoholic liver disease,0,0,0,0,0,4,31,102,207,386,620,718,761,676,565,342,191,67,20,4,4694
2017,Persons,K85.2,Alcohol-induced acute pancreatitis,0,0,0,0,0,0,0,3,5,9,17,14,12,5,7,3,2,2,1,0,80
2017,Persons,K86.0,Alcohol-induced chronic pancreatitis,0,0,0,0,0,0,0,0,1,0,1,5,3,0,3,1,0,0,1,0,15
2017,Persons,Q86.0,Fetal alcohol syndrome (dysmorphic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Persons,R78.0,Excess alcohol blood levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Persons,X45,Accidental poisoning by and exposure to alcohol,0,0,0,0,1,4,15,22,37,47,66,58,42,26,27,12,6,4,0,0,367
2017,Persons,X65,Intentional self-poisoning by and exposure to alcohol,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3
2017,Persons,Y15,"Poisoning by and exposure to alcohol, undetermined intent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2017,Males,E24.4,Alcohol-induced pseudo-Cushing's syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Males,F10,Mental and behavioural disorders due to the use of alcohol,0,0,0,0,0,1,5,6,6,34,49,48,42,46,49,33,27,14,7,0,367
